,Position,Age,Name,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Market value
5117,Right Winger,30,Renato Steffen,0.31,0.11,0.31,0.0,0.0,0.42,0.0,0.18,0.18,0.13,0.31,1.63,0.58,35.5%,0.19,0.55,15.0,0.0,0.11,0.13,0.13,24.98,34.37,72.7%,432.58,118.92,12.75,15.48,82.4%,8.82,12.28,71.8%,2.99,5.46,54.8%,1.0,2.15,1.15,0.31,3.1,32.48,1.89,0.37,0.05,5.93,1.05,1.99,0.05,0.0,0.05,0.0,20.26,6.87,7.24,26.5,3.52,2.1,1.1,0.31,0.26,0.58,1.42,1.68,2.68,1.99,0.0,0.05,0.16,0.26,0.21,0.26,0.26,0.0,0.0,0.0,0.0,0.0,1.78,0.89,0.73,0.84,0.21,0.58,2.05,28.2%,1.47,16.74,4.25,25.4%,4.88,7.71,4.15,1.73,0.05,0.0,0.89,2.68,0.94,0.0,44.92,1.36,7.61,22.88,17.42,2.83,43.08,0.42,0.68,61.5%,0.47,0.0,26.87,136.92,79.92,4.04,1.63,0.47,2.2,0.84,40.2,30.49,75.8%,5.77,0.0,1.73,1.31,0.11,0.0,0.0,0.0,6.77,1.31,1.84,41.7%,€4.50
5118,Defensive Midfield,26,Renato Tapia,0.0,0.03,0.0,0.0,0.0,0.45,0.0,0.03,0.03,0.03,0.05,0.59,0.21,35.3%,0.0,0.0,21.7,0.0,0.04,-0.03,-0.03,46.66,56.71,82.3%,997.82,215.94,15.42,17.41,88.6%,20.73,23.17,89.5%,9.56,14.24,67.2%,0.35,2.83,0.42,0.0,2.9,54.58,2.13,2.02,0.03,6.42,2.62,0.1,0.0,0.0,0.0,0.0,39.78,6.18,10.75,6.63,45.61,2.55,0.1,0.38,0.17,1.4,0.98,2.13,0.8,0.66,0.0,0.0,0.0,0.1,0.03,0.07,0.07,0.0,0.0,0.0,0.0,0.0,2.9,1.99,1.47,1.26,0.17,0.84,2.9,28.9%,2.06,20.1,6.25,31.1%,7.36,10.57,2.16,2.58,0.45,0.0,2.13,5.03,3.42,0.1,69.48,4.15,24.15,43.76,5.83,0.52,67.74,0.52,0.63,83.3%,0.52,0.0,42.16,201.08,113.1,3.7,0.94,0.0,0.31,0.84,46.06,43.8,95.1%,0.45,0.0,2.27,1.92,0.0,0.0,0.0,0.0,11.38,2.23,1.78,55.7%,€18.00
5119,Central Midfield,37,Renaud Cohade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,Centre-Forward,30,Renaud Emond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€2.00
5121,Attacking Midfield,28,Renaud Ripart,0.3,0.03,0.15,0.15,0.18,0.03,0.0,0.27,0.15,0.06,0.2,1.89,0.68,35.9%,0.08,0.22,17.6,0.0,0.08,0.03,0.0,24.23,34.44,70.4%,435.92,112.04,11.48,14.43,79.6%,8.73,12.16,71.8%,3.22,5.1,63.0%,0.5,1.89,0.74,0.21,2.8,31.63,2.8,0.71,0.09,7.32,1.0,1.39,0.0,0.0,0.0,0.0,22.49,6.14,5.81,7.73,21.87,1.33,1.71,0.15,0.09,0.77,1.89,1.74,1.42,0.89,0.0,0.21,0.24,0.06,0.03,0.12,0.06,0.0,0.0,0.06,0.0,0.0,1.5,0.89,0.8,0.5,0.21,0.59,2.57,23.0%,1.98,23.67,5.67,23.9%,6.29,12.3,5.08,1.95,0.21,0.0,0.91,2.42,1.18,0.0,48.22,1.45,9.47,25.38,15.99,3.04,45.47,1.12,2.39,46.9%,1.27,0.12,29.45,133.76,72.77,3.04,0.91,0.24,1.92,1.89,42.05,31.34,74.5%,4.37,0.0,1.09,1.89,0.09,0.0,0.0,0.0,7.35,2.27,2.54,47.2%,€5.00
5122,Goalkeeper,36,RenÃ© Adler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5123,Central Midfield,31,Rene Krhin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€400Th. Last update: Jun 24, 2021"
5124,Centre-Forward,24,Rey Manaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.00
5125,Centre-Forward,21,Rhian Brewster,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.1,0.1,0.14,0.23,2.08,0.55,26.3%,0.0,0.0,20.5,0.11,0.05,-0.1,-0.1,12.79,18.92,67.6%,223.31,52.93,6.45,8.75,73.8%,4.16,6.23,66.7%,1.86,3.06,60.7%,0.66,1.09,0.33,0.22,1.2,18.48,0.44,0.11,0.22,4.59,0.55,1.31,0.0,0.0,0.0,0.0,11.37,4.37,3.17,1.86,14.44,1.86,0.0,0.0,0.0,0.55,0.98,1.2,1.64,1.2,0.0,0.0,0.33,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.66,0.11,0.55,0.44,0.0,1.09,0.0%,1.09,20.12,4.7,23.4%,1.31,10.28,8.53,1.31,0.11,0.0,0.66,1.75,0.22,0.0,29.64,0.11,2.3,11.37,17.5,2.95,29.09,0.98,1.75,56.3%,0.98,0.0,18.48,68.57,34.34,1.86,0.66,0.33,1.75,1.2,40.79,19.36,47.5%,5.8,0.0,1.97,1.75,0.11,0.0,0.0,0.0,5.14,0.98,3.28,23.1%,€9.00
5126,Centre-Forward,27,Rhys Healey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.50
5127,Centre-Back,20,Rhys Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.05,0.12,0.95,0.0,0.0%,0.0,,8.9,0.0,0.08,-0.07,-0.07,56.51,61.41,92.0%,1276.34,315.34,12.39,13.62,91.0%,31.04,32.54,95.4%,12.66,14.57,86.9%,0.27,2.86,0.14,0.0,1.77,60.45,0.95,0.95,0.14,4.77,1.23,0.0,0.0,0.0,0.0,0.0,50.24,4.36,6.81,4.08,51.74,4.36,0.0,0.0,0.0,0.41,0.95,0.14,0.68,0.54,0.0,0.0,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.82,0.27,0.27,0.54,0.0,0.14,0.27,50.0%,0.14,7.35,2.04,27.8%,3.95,2.86,0.54,0.68,0.54,0.0,1.09,1.91,9.12,0.14,73.93,9.39,37.17,36.9,2.45,1.23,72.98,0.14,0.14,100.0%,0.14,0.0,44.8,190.35,74.75,1.91,0.27,0.0,0.0,0.0,50.79,49.83,98.1%,0.27,0.0,0.54,0.41,0.0,0.0,0.0,0.0,10.35,4.36,0.95,82.1%,€4.00
5128,Centre-Forward,27,Riad BajiÄ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€2.00
5129,Right-Back,21,Ricard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€800Th. Last update: Oct 13, 2021"
5130,Left Winger,28,Ricardo CenturiÃ³n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€2.10
5131,Centre-Back,21,Ricardo FarcaÅ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€75Th. Last update: Jun 24, 2021"
5132,Left-Back,23,Ricardo Mangas,0.07,0.07,0.07,0.0,0.0,0.14,0.0,0.06,0.06,0.01,0.08,0.7,0.07,10.0%,0.1,1.0,14.1,0.0,0.09,0.01,0.01,36.19,44.9,80.6%,694.18,270.0,14.06,16.36,86.0%,17.26,20.26,85.2%,4.25,6.54,64.9%,0.35,2.23,0.63,0.07,3.2,36.61,8.28,0.97,0.0,5.29,1.39,1.25,0.0,0.0,0.0,0.0,27.56,8.28,9.05,28.82,6.68,1.39,7.31,0.14,0.0,0.42,2.09,1.46,1.11,1.04,0.07,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.6,0.84,1.18,0.28,0.14,0.77,1.46,52.4%,0.7,11.42,3.41,29.9%,6.13,3.97,1.32,1.53,0.07,0.0,1.95,3.55,2.09,0.14,55.68,3.9,20.26,27.01,12.74,1.53,47.68,0.56,1.18,47.1%,0.7,0.0,33.06,192.6,118.54,4.04,1.74,0.21,0.9,1.04,36.26,33.34,91.9%,1.88,0.0,0.9,1.11,0.0,0.0,0.0,0.0,5.85,1.11,0.97,53.3%,€1.50
5133,Right-Back,28,Ricardo Pereira,0.0,0.16,0.0,0.0,0.0,0.27,0.0,0.04,0.04,0.11,0.15,0.55,0.22,40.0%,0.0,0.0,18.5,0.0,0.08,-0.04,-0.04,40.78,52.02,78.4%,650.5,221.93,21.98,25.32,86.8%,15.46,18.96,81.5%,2.63,5.15,51.1%,0.99,1.53,1.37,0.16,4.17,44.56,7.45,0.11,0.05,7.07,0.49,1.48,0.0,0.0,0.0,0.0,32.01,10.36,9.65,6.58,35.46,1.81,7.34,0.11,0.11,0.44,1.64,2.63,2.25,2.08,0.0,0.05,0.0,0.0,0.11,0.38,0.22,0.0,0.05,0.0,0.0,0.11,3.78,1.92,2.03,1.37,0.38,1.43,3.29,43.3%,1.86,19.57,6.3,32.2%,8.17,7.78,3.62,2.8,0.16,0.0,1.64,5.43,2.63,0.0,67.25,2.91,18.36,30.53,21.38,2.25,59.91,1.48,2.8,52.9%,1.53,0.11,41.82,140.1,86.71,4.66,1.1,0.49,1.32,1.48,46.43,40.01,86.2%,2.03,0.0,1.26,1.64,0.05,0.0,0.0,0.0,8.06,1.37,1.1,55.6%,€30.00
5134,Left-Back,29,Ricardo RodrÃ­guez,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.02,0.02,0.05,0.07,0.64,0.0,0.0%,0.0,,26.4,0.35,0.03,-0.02,-0.02,44.83,52.93,84.7%,870.97,302.82,18.19,19.59,92.9%,20.05,22.21,90.3%,6.06,9.68,62.7%,0.7,3.85,0.41,0.12,3.44,48.91,4.02,1.17,0.06,7.29,3.15,0.58,1.17,0.47,0.64,0.0,37.83,4.6,10.49,35.91,12.59,1.81,1.69,0.12,0.41,0.64,0.64,1.87,1.34,0.7,0.52,0.0,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.87,0.93,0.87,0.82,0.17,0.82,1.57,51.9%,0.76,12.12,3.96,32.7%,5.13,5.54,1.46,2.1,0.23,0.0,1.69,3.56,2.62,0.0,62.02,3.21,20.87,36.08,10.55,0.47,57.77,0.47,0.76,61.5%,0.47,0.0,41.62,235.49,138.21,4.84,1.69,0.06,0.23,0.35,42.03,40.4,96.1%,0.58,0.0,1.05,0.7,0.0,0.0,0.0,0.0,8.28,1.63,0.93,63.6%,€2.00
5135,Centre-Back,20,Ricardo Visus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€50Th. Last update: Oct 8, 2020"
5136,Left-Back,19,Riccardo Calafiori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€4.00
5137,Centre-Back,21,Riccardo Capellini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€250Th. Last update: Jun 21, 2021"
5138,Centre-Back,22,Riccardo Cargnelutti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€150Th. Last update: Jun 22, 2021"
5139,Left Winger,19,Riccardo Ciervo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€300Th. Last update: Jun 30, 2021"
5140,Goalkeeper,21,Riccardo Daga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€200Th. Last update: Jun 23, 2021"
5141,Attacking Midfield,22,Riccardo Doratiotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€125Th. Last update: Jun 21, 2021"
5142,Right-Back,28,Riccardo Fiamozzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€500Th. Last update: Jun 24, 2021"
5143,Left-Back,31,Riccardo Gagliolo,0.04,0.08,0.04,0.0,0.0,0.32,0.0,0.09,0.09,0.04,0.13,0.92,0.12,13.0%,0.04,0.33,14.2,0.0,0.1,-0.05,-0.05,43.48,54.27,80.1%,950.99,376.19,13.71,15.35,89.3%,20.58,24.06,85.5%,8.79,13.59,64.7%,0.56,4.4,0.8,0.4,4.8,48.4,5.87,1.44,0.0,4.68,1.48,1.56,0.0,0.0,0.0,0.0,33.41,8.07,12.79,33.53,13.15,2.36,4.36,0.28,0.0,0.4,1.32,1.56,1.2,0.96,0.04,0.0,0.12,0.04,0.04,0.12,0.08,0.0,0.0,0.04,0.0,0.0,2.2,0.96,1.48,0.44,0.28,0.88,1.84,47.8%,0.96,11.03,3.12,28.3%,6.63,3.32,1.08,1.88,0.32,0.0,1.8,4.0,3.8,0.0,65.94,6.67,28.02,32.73,10.19,1.4,60.35,0.24,0.56,42.9%,0.32,0.04,35.77,203.82,127.13,4.2,1.4,0.08,0.4,0.32,41.84,39.72,94.9%,0.8,0.0,1.44,1.44,0.0,0.0,0.0,0.0,9.15,1.44,1.24,53.7%,€2.00
5144,Left Winger,27,Riccardo Improta,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.1,0.1,0.06,0.16,1.41,0.19,13.3%,0.0,0.0,18.1,0.0,0.07,-0.1,-0.1,28.05,37.75,74.3%,490.01,215.17,13.55,15.34,88.4%,10.65,13.37,79.6%,3.14,6.61,47.5%,0.84,2.81,1.5,0.75,4.69,33.44,4.31,0.75,0.14,6.85,1.03,2.49,0.19,0.14,0.05,0.0,21.39,6.75,9.61,8.58,22.98,1.69,3.24,0.05,0.09,0.56,1.03,1.22,1.97,1.55,0.09,0.09,0.19,0.05,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.36,0.8,0.94,0.28,0.14,0.47,1.45,32.3%,0.98,14.3,3.28,23.0%,6.57,5.11,2.63,1.41,0.19,0.0,1.27,2.63,2.02,0.0,48.78,2.95,12.43,22.93,17.63,2.06,44.74,0.75,1.08,69.6%,0.8,0.0,31.28,182.77,105.57,4.36,1.78,0.28,0.84,1.41,38.79,31.47,81.1%,2.91,0.0,0.98,2.39,0.05,0.0,0.0,0.05,6.14,1.74,1.78,49.3%,€1.50
5145,Defensive Midfield,20,Riccardo Ladinetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€350Th. Last update: Jun 21, 2021"
5146,Left-Back,23,Riccardo Marchizza,0.0,0.07,0.0,0.0,0.0,0.25,0.0,0.03,0.03,0.08,0.11,0.47,0.0,0.0%,0.0,,18.3,0.04,0.06,-0.03,-0.03,38.38,50.05,76.7%,778.23,231.25,13.67,15.12,90.4%,17.96,21.12,85.0%,6.36,11.49,55.4%,0.87,2.04,0.98,0.62,2.73,39.18,10.87,1.09,0.07,6.4,1.16,2.07,0.73,0.0,0.51,0.0,28.5,10.5,11.05,33.66,5.78,0.91,9.05,0.0,0.15,0.36,1.2,1.05,1.38,1.09,0.29,0.0,0.0,0.0,0.0,0.15,0.07,0.07,0.0,0.0,0.0,0.0,1.31,0.65,0.76,0.4,0.15,0.47,1.05,44.8%,0.58,11.52,2.87,24.9%,4.83,4.65,2.04,1.45,0.4,0.0,1.13,2.44,2.0,0.0,58.38,2.87,18.47,26.32,17.45,1.49,47.8,0.65,1.42,46.2%,0.73,0.04,34.93,193.12,96.54,3.96,1.45,0.11,0.65,1.09,37.08,33.66,90.8%,1.56,0.0,1.27,0.55,0.22,0.0,0.04,0.0,7.52,1.13,0.87,56.4%,€1.50
5147,Left-Back,24,Riccardo Mastrilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€75Th. Last update: Aug 25, 2020"
5148,Second Striker,36,Riccardo Meggiorini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€300Th. Last update: Jun 24, 2021"
5149,Defensive Midfield,36,Riccardo Montolivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,Right Winger,24,Riccardo Orsolini,0.25,0.2,0.1,0.15,0.15,0.05,0.0,0.35,0.25,0.13,0.37,2.66,0.8,30.2%,0.04,0.13,20.4,0.45,0.09,-0.1,-0.15,25.92,38.51,67.3%,464.59,169.92,12.74,16.3,78.2%,8.67,11.98,72.4%,3.61,7.67,47.1%,1.55,1.7,1.1,0.4,3.36,33.94,4.56,1.0,0.05,5.92,2.31,2.31,2.81,1.65,0.45,0.3,22.86,5.62,10.03,31.09,3.56,2.01,0.7,0.25,0.05,1.0,1.65,0.95,3.31,1.25,0.9,0.3,0.35,0.45,0.05,0.4,0.15,0.1,0.0,0.1,0.05,0.0,1.45,0.5,0.7,0.4,0.35,0.7,1.91,36.8%,1.2,13.84,3.61,26.1%,4.26,4.96,4.61,1.3,0.35,0.0,0.6,2.06,0.9,0.0,52.2,1.4,9.63,22.66,23.16,3.31,47.68,1.5,3.06,49.2%,1.7,0.15,35.9,188.92,109.1,5.72,1.25,0.65,1.7,1.55,47.48,36.5,76.9%,4.91,0.0,1.05,3.21,0.15,0.0,0.0,0.0,5.52,1.25,1.35,48.1%,€15.00
5151,Goalkeeper,28,Riccardo Piscitelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€250Th. Last update: Oct 11, 2021"
5152,Attacking Midfield,29,Riccardo Saponara,0.36,0.18,0.36,0.0,0.0,0.18,0.09,0.19,0.19,0.23,0.42,2.49,0.8,32.1%,0.14,0.44,18.1,0.0,0.07,0.17,0.17,27.86,35.79,77.9%,535.1,169.32,10.86,12.64,85.9%,13.26,16.29,81.4%,3.29,4.54,72.5%,1.16,2.4,1.78,0.18,5.61,35.34,0.45,0.18,0.09,8.64,1.51,1.16,0.09,0.0,0.0,0.0,24.93,4.99,5.88,9.53,24.84,0.36,0.18,0.18,0.36,0.8,1.96,0.62,3.65,2.31,0.0,0.36,0.27,0.62,0.09,0.45,0.27,0.0,0.0,0.0,0.18,0.0,0.62,0.36,0.09,0.45,0.09,0.18,0.89,20.0%,0.71,7.57,2.4,31.8%,1.87,3.12,2.58,0.62,0.0,0.0,0.62,1.25,0.45,0.0,47.0,1.25,7.74,22.97,20.74,5.25,46.74,1.25,2.58,48.3%,1.34,0.09,38.19,256.2,163.18,9.61,2.31,1.87,1.69,1.6,47.45,36.94,77.9%,4.54,0.09,0.53,2.94,0.27,0.0,0.0,0.0,6.41,0.89,0.8,52.6%,€1.70
5153,Left Winger,22,Riccardo Sottil,0.24,0.08,0.24,0.0,0.0,0.32,0.08,0.21,0.21,0.06,0.27,2.01,0.8,40.0%,0.12,0.3,16.6,0.0,0.1,0.03,0.03,21.5,28.4,75.7%,422.49,69.22,9.71,11.31,85.8%,8.42,11.55,72.9%,3.13,4.25,73.6%,0.4,0.72,1.36,0.24,2.17,27.43,0.96,0.16,0.0,3.61,1.52,2.17,0.56,0.16,0.32,0.08,20.94,3.77,3.69,5.45,21.66,0.56,0.16,0.24,0.08,0.48,0.88,0.56,1.2,0.72,0.08,0.08,0.16,0.16,0.0,0.32,0.24,0.0,0.0,0.08,0.0,0.0,0.64,0.48,0.32,0.32,0.0,0.0,0.56,0.0%,0.56,10.35,2.73,26.4%,2.01,4.97,3.37,0.64,0.08,0.0,0.24,0.88,0.48,0.0,41.55,0.56,4.89,20.13,22.78,3.77,40.67,2.01,3.05,65.8%,2.09,0.08,35.45,333.85,218.42,8.02,2.97,1.36,1.76,2.89,41.31,32.17,77.9%,5.45,0.08,1.44,3.61,0.16,0.0,0.0,0.0,5.94,0.48,1.04,31.6%,€7.00
5154,Centre-Forward,20,Riccardo Tonin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€100Th. Last update: Jun 30, 2021"
5155,Centre-Forward,25,Richairo Å½ivkoviÄ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€500Th. Last update: Aug 23, 2021"
5156,Centre-Back,23,Richard Nartey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€200Th. Last update: Mar 18, 2021"
5157,Centre-Back,34,Richard Stearman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€300Th. Last update: Nov 24, 2021"
